"","baseMean","log2FoldChange","lfcSE","pvalue","padj","label"
"F2R",794.95201270153,1.07767457331595,0.40285973492253,0.00221817657162933,0.00962912244162179,"F2R"
"TAMALIN-AS1",216.356532735111,1.07775562379697,0.432460055722516,0.00364509701938896,0.014752386467177,NA
"SETD3",624.714471812768,1.07824753065275,0.151335209393559,3.6757471311411e-13,1.01888789351683e-11,"SETD3"
"INPP1",69.5003378411642,1.07847847631978,0.326322741016897,0.000293707166568775,0.00162932514246077,"INPP1"
"ABHD15",849.865532741785,1.07857892657593,0.217879255559824,2.45040487525443e-07,2.71333720790078e-06,"ABHD15"
"LOC112268272",66.7507748450067,1.07858993888989,0.279759071636975,3.65114471216368e-05,0.000254026451250537,"LOC112268272"
"CYSLTR2",102.352660586407,1.07878899913464,0.277438418920222,3.32281865245949e-05,0.000233276726562258,"CYSLTR2"
"RXRA",280.13166722756,1.08001279457461,0.219803925901942,3.03029805532515e-07,3.30646911897001e-06,"RXRA"
"IFI30",54.0657843236874,1.08070466176948,0.532737993381731,0.0111565717473913,0.0375256723769536,NA
"GEMIN7-AS1",32.0100027911151,1.08152157019867,0.378449045199167,0.00131311636086982,0.00611910469834859,"GEMIN7-AS1"
"LOC101927603",19.673842057539,1.08244674835527,0.510309098381475,0.00915745996899942,0.0319199404115956,NA
"PRKCD",515.503584779015,1.08291954480654,0.269971905238143,1.98034301482372e-05,0.000147576933128941,"PRKCD"
"LOC105370707",15.0433000566688,1.0830910892162,0.452851757768788,0.00481734277686688,0.0186334766233463,NA
"PPP3CA",809.08048108986,1.08575102395796,0.197533030703466,1.30521409426163e-08,1.83325641373874e-07,"PPP3CA"
"ZNF516",467.883768592167,1.08789758046222,0.199353082276474,1.62605839054775e-08,2.24769815042161e-07,"ZNF516"
"CHPF",235.950884255845,1.08795607384247,0.262200040975252,1.0535051100192e-05,8.39275026360176e-05,"CHPF"
"NPC1",1486.94863158435,1.08800874958859,0.239855684373878,1.89041432110198e-06,1.78049464050505e-05,"NPC1"
"ADAM9",63.1255823324489,1.08801342534627,0.247770146123145,3.65342970426375e-06,3.22475650994651e-05,"ADAM9"
"ANXA2P2",67.769298434391,1.08806384181048,0.283133073818456,3.94848566605192e-05,0.000271911510428215,"ANXA2P2"
"SELPLG",3035.53640040535,1.0888843701924,0.261186220321951,9.89109536137828e-06,7.91893051732688e-05,"SELPLG"
"STBD1",9.71317458793006,1.08994398047942,0.57351114668572,0.0149032176808191,0.0479763943430521,NA
"DENND1B",475.185438460276,1.09060233720182,0.226323535751953,4.89330444359164e-07,5.1512613378011e-06,"DENND1B"
"REEP4",495.873109266772,1.09096888727722,0.320959439868388,0.000211870520206022,0.00122183142652842,"REEP4"
"GALNT6",260.550658629524,1.0940462603347,0.16051309571407,3.18189204903639e-12,7.64977940042849e-11,"GALNT6"
"TRO",31.7404438578621,1.09412845492319,0.40350800885018,0.00186163651883113,0.00828238287969769,"TRO"
"SAMD3",2467.23307228004,1.09421424545923,0.220948986561756,2.56587404340291e-07,2.83071228151482e-06,"SAMD3"
"MMP25-AS1",877.159264884837,1.09479864279687,0.202189512181434,2.07329320897294e-08,2.81204668032311e-07,"MMP25-AS1"
"LOC105369180",28.0277702459084,1.09550385532584,0.584629892885873,0.0141749273748164,0.046014096494518,NA
"ABALON",159.010488209979,1.09567404902353,0.24633943089732,2.71571839990551e-06,2.4807749748242e-05,"ABALON"
"ZBTB34",253.351185851343,1.0956893379618,0.221614292975337,2.54857723219504e-07,2.81311309680263e-06,"ZBTB34"
"CSNK1G2-AS1",20.6863152727206,1.09591818185591,0.485672301627495,0.0062449950633275,0.0231811381137492,NA
"WHAMMP3",431.744118347218,1.09678353721183,0.235249125570659,1.01118899427962e-06,1.00580623917699e-05,"WHAMMP3"
"LINC00528",241.230828865248,1.09801745289149,0.257156000664593,6.16317768241682e-06,5.16138385504679e-05,"LINC00528"
"FCRLB",38.8223580290338,1.09806641799681,0.463193425002258,0.00485591188104986,0.0187526350871539,NA
"LOC105376717",10.8843240725725,1.09853363304319,0.489335594387735,0.00704415634185984,0.0256427385497378,NA
"STS",101.373442282438,1.09971209586517,0.247459791523943,2.72889387881903e-06,2.48846584295968e-05,"STS"
"SGO1",28.8491818702565,1.09976522895074,0.373880475721909,0.00101086307257443,0.00486106212840938,"SGO1"
"LINC00539",35.7160181407766,1.10089506413323,0.311453632540172,0.00013142658477695,0.000800726511269872,"LINC00539"
"BCL2L15",20.8020687247084,1.10121785909401,0.376523080952372,0.00101731915576372,0.00488425218899362,"BCL2L15"
"NFKBID",287.795066042071,1.10153906693443,0.273849662019852,1.8066568602509e-05,0.000136300341641423,"NFKBID"
"FHOD1",780.317821743412,1.10613329518168,0.215105475175829,8.86200222206709e-08,1.07019032027363e-06,"FHOD1"
"ABCB1",637.214618865575,1.10703481528954,0.246318844045657,2.19666892760303e-06,2.04047435938199e-05,"ABCB1"
"FSD1L",21.64131554982,1.10800174363967,0.361628084465091,0.000659989930183552,0.00334842891124397,"FSD1L"
"APOL6",3632.88664271253,1.10887600496204,0.219032135233803,1.34427667230027e-07,1.5603451024903e-06,"APOL6"
"ACVR2A",136.072110650232,1.10984029633364,0.244656234346258,1.77671506403568e-06,1.68249288959904e-05,"ACVR2A"
"LOC644936",23.8954740382789,1.11054048506506,0.395848348021584,0.00147232769999045,0.00675861512222839,"LOC644936"
"TRIM17",105.298696346501,1.11118642160448,0.193736610581597,3.0873033360797e-09,4.82893006109685e-08,"TRIM17"
"CD63-AS1",49.4812677347553,1.11170636404277,0.28167312170612,2.40074858610671e-05,0.000174757796208839,"CD63-AS1"
"CARD6",23.1213430839524,1.11190779320871,0.36673777598501,0.000716197320039898,0.0035926599985127,"CARD6"
"RNF112",28.6407367901784,1.11327778439229,0.520418545503186,0.00825343133478294,0.0292412072074382,NA
"VXN",39.5569933338195,1.11368536119441,0.292507363875732,4.23984715827039e-05,0.000289216171213438,"VXN"
"SOX13",373.508762597218,1.11454598163348,0.361338094267947,0.000596326796423893,0.00305730700528154,"SOX13"
"LOC107986465",52.6472553240677,1.11536037798924,0.295449494135714,4.72622684111797e-05,0.000318963158113244,"LOC107986465"
"APOBEC3B",20.4509861087445,1.11610737887367,0.403012229492791,0.0016158334889821,0.00731476600852636,"APOBEC3B"
"LOC112268296",28.2154421634322,1.12036939778001,0.402949144915193,0.0014791102441302,0.00678536150573365,"LOC112268296"
"LOC107986303",14.3184730521898,1.12066647619905,0.522795807505789,0.00809056468628866,0.0287860145791651,NA
"FAM20A",401.051681523237,1.12190148826489,0.216250357056846,6.80637056586315e-08,8.40375948096661e-07,"FAM20A"
"STYK1",65.0388368767021,1.12228517267915,0.546651627849993,0.00974857214833671,0.0335832292873071,NA
"ZFPM1",683.119018127604,1.12531466404541,0.226803525173182,2.20283496058799e-07,2.45740565326148e-06,"ZFPM1"
"PLCB1",233.624332957212,1.12621929078666,0.450160492548967,0.00331317187209492,0.0135930329227999,NA
"ESPL1",13.4465760802474,1.12628184683024,0.557035121194035,0.0106443722739468,0.0361690896166842,NA
"PCGF2",38.3678241974822,1.12644917328452,0.28532585463731,2.56474347699076e-05,0.000185469770167459,"PCGF2"
"APOBEC3C",849.900092033708,1.12770685837097,0.266812923958807,7.306354618266e-06,6.031849682488e-05,"APOBEC3C"
"RALB",242.062166319295,1.12837253556396,0.190536008917119,9.96576210149509e-10,1.68740670922402e-08,"RALB"
"ZBP1",884.732808566466,1.13004631444111,0.200551428405765,5.64455688318228e-09,8.43178347260805e-08,"ZBP1"
"DUSP10",1427.60037245052,1.13025645672883,0.390732518878764,0.0011026160420566,0.0052420600927216,"DUSP10"
"KANK3",99.6164511400185,1.13083912773978,0.219830809310912,8.75228128726773e-08,1.05816142564956e-06,"KANK3"
"N6AMT1",236.495298737,1.13088236629623,0.182773137249859,1.92327351878307e-10,3.63926475597577e-09,"N6AMT1"
"ABCA2",8161.3591272931,1.13139861734034,0.179717803612374,9.49855947612994e-11,1.87710909080687e-09,"ABCA2"
"PIK3R6",47.9017579161267,1.13153795565718,0.484133287666641,0.00495504059531593,0.0190553270082271,NA
"IFNGR1",974.625690496932,1.13196520501866,0.272627986224609,9.98143951787347e-06,7.9840176506477e-05,"IFNGR1"
"PDXP",182.763506804266,1.13198267015458,0.233863483400615,4.02621725203752e-07,4.29463173550669e-06,"PDXP"
"EIF4G3",1364.65773955254,1.13335455157312,0.191822485045557,1.09168590448584e-09,1.83214134796148e-08,"EIF4G3"
"STOM",1829.30918237368,1.13359091974582,0.27058087236177,8.50303849693368e-06,6.92688165293219e-05,"STOM"
"LOC107985939",39.7634003667086,1.13385953147715,0.383451167033017,0.000855911001762996,0.00420086900677673,"LOC107985939"
"OSTF1",875.709409506501,1.13400343897771,0.189840389940864,7.44396760536644e-10,1.28749879376123e-08,"OSTF1"
"PXN",6404.8029961101,1.13457132025066,0.197240564963949,2.74497344958275e-09,4.33888250399304e-08,"PXN"
"TIMELESS",266.761852140051,1.13505035553407,0.188486797957277,5.50960100282737e-10,9.73037382170222e-09,"TIMELESS"
"HELZ",2715.10981365403,1.13605281258854,0.134649999619037,1.03320951771269e-17,5.06393648400261e-16,"HELZ"
"LGALS1",563.508481760208,1.13757015200269,0.419980547271096,0.00180013968628933,0.00804985541766306,"LGALS1"
"LINC02610",36.877717671585,1.13799667412397,0.533846769369078,0.0079805777669038,0.0284818437083497,NA
"TFAP2E",203.981701586633,1.13823832688429,0.245416324586174,1.07588898694506e-06,1.06459596779131e-05,"TFAP2E"
"LOC105376829",8.6779275484979,1.13827827728365,0.551332918460274,0.00977932887647939,0.0336719331411468,NA
"CAPN15",3699.02228215636,1.13830096909944,0.201477239078176,5.01992242988897e-09,7.5471937221779e-08,"CAPN15"
"ALOX12P2",24.4467907269667,1.14010362944434,0.347856035622146,0.000309505927912996,0.00170635934124425,"ALOX12P2"
"NQO1",24.8748015018272,1.14112883353214,0.381990941906464,0.000802023178167724,0.00397041687245244,"NQO1"
"ABHD17A",9916.28060631975,1.14268424099029,0.218532293918483,5.6074625819225e-08,7.02712436613618e-07,"ABHD17A"
"LOC107985949",15.0190157178236,1.1432943657459,0.442026346101523,0.00261654907461278,0.0110938288155381,NA
"JAK2",557.423334506523,1.14379167047777,0.251882727480098,1.71037416337887e-06,1.6260751532123e-05,"JAK2"
"TRD-AS1",15.5485411316075,1.14516191060566,0.525273150549605,0.00731142274587071,0.0264637591189177,NA
"CD164",3890.11055490289,1.14567870317286,0.129995749599325,3.94415583803471e-19,2.26146009255864e-17,"CD164"
"NFIL3",594.029868189763,1.14569691484564,0.348121122389704,0.000282165668421513,0.00157513019704599,"NFIL3"
"LOC105374381",21.312561689333,1.14579779546375,0.615459079238602,0.0139825731398988,0.0455167663200812,NA
"C4orf33",156.301079550949,1.14592070797467,0.223998210325529,9.79180139274557e-08,1.17367021504799e-06,"C4orf33"
"DDR2",40.6508836122099,1.14630205313407,0.377757346353521,0.000673210626059279,0.00340971732385493,"DDR2"
"HOXB3",287.847952943756,1.14708390111826,0.273957987249368,8.4668133261511e-06,6.90274520022166e-05,"HOXB3"
"ATP8B3",66.4694370114445,1.14848695355383,0.401542599885637,0.00109531645651542,0.00521921284197513,"ATP8B3"
"ZNF300",143.448832396804,1.1491654720524,0.405562791087375,0.00122049588444006,0.00574118630468907,"ZNF300"
"IL2RA",42.8980757372196,1.14968947948848,0.628041735467529,0.0143208670132099,0.0464158440223721,NA
"ELF3-AS1",12.6188104182046,1.1499846436308,0.530327051734911,0.00759321444520426,0.0273559634892813,NA
"IL10RB-DT",28.4233577851548,1.15006511452436,0.496980800246709,0.00483194060837616,0.0186814803347675,NA
"UTRN",4217.95206590036,1.15038998068443,0.182572876122298,8.42326778521349e-11,1.68047805728263e-09,"UTRN"
"CTSZ",321.880273409159,1.15224963560764,0.179467129004177,4.2958464711723e-11,8.89252966851571e-10,"CTSZ"
"TP53INP1",857.463254209313,1.1527129912515,0.42375229295637,0.00177406083979664,0.00796045138406177,"TP53INP1"
"GOLGA2P6",12.662698536158,1.15483794749111,0.512965103130524,0.00599968023670816,0.0223856851477676,NA
"CD7",6424.03726693715,1.15547468334338,0.139509842333411,4.0215422753229e-17,1.83361300082697e-15,"CD7"
"LASP1",3289.14418235936,1.15648797573433,0.192920728073771,6.27339982284684e-10,1.09774006264664e-08,"LASP1"
"IFITM3",582.830926299222,1.15710323307621,0.408889125717686,0.00126096966812527,0.00590502868975734,"IFITM3"
"UBE2D3-AS1",8.1574991119636,1.16025112659373,0.610541177038666,0.0130926449364994,0.0430416074821016,NA
"LPAR6",334.108742595709,1.16046251130915,0.297947769619046,2.82418033468811e-05,0.000201997423254794,"LPAR6"
"PELI2",393.170626876717,1.1609291602542,0.188964207015449,2.47307014893536e-10,4.59240568561838e-09,"PELI2"
"BCL2L1",568.367289891404,1.1623397886822,0.242282198840186,4.69226204282025e-07,4.95457416912928e-06,"BCL2L1"
"TGFBR1",1371.14203892559,1.16242365460918,0.200215242860925,1.91992251853176e-09,3.11232675970818e-08,"TGFBR1"
"TRIB3",75.6650957528001,1.16243405002326,0.334156796747081,0.000138724056638678,0.000838837635751012,"TRIB3"
"SYTL3",1640.27439678923,1.16264266738537,0.202818420612152,2.67049377495483e-09,4.2275411287636e-08,"SYTL3"
"ZDHHC14",142.660469850517,1.1640461438039,0.252435277482775,1.16500240975109e-06,1.14519353834058e-05,"ZDHHC14"
"PLAAT3",209.444063677226,1.16583428464028,0.230124838641326,1.23507535030142e-07,1.44642736044254e-06,"PLAAT3"
"SERPINE2",63.702314136275,1.16626901487275,0.623955963842334,0.0130751639469877,0.0430044053249345,NA
"ZMIZ1",930.461427986203,1.1685504711231,0.276611684144531,6.80921993052863e-06,5.64817101490698e-05,"ZMIZ1"
"LOC105372092",94.9898508335044,1.16930728430705,0.491967817749126,0.00422002362987544,0.0167139770109828,NA
"ZNF718",176.768407606387,1.17046528553076,0.288919546188974,1.50113986958909e-05,0.000115034255550203,"ZNF718"
"VASP",1106.31803936087,1.17159188433425,0.17018916135502,1.79875785458673e-12,4.49217236047627e-11,"VASP"
"PYHIN1",1677.7853766107,1.1716822146699,0.334997436918533,0.000126709865606613,0.000774469645857241,"PYHIN1"
"SPATC1",1.99020903872928,1.17168670778098,3.18786245405771,0.0115757280999064,0.0387486944457521,NA
"MSRB1",102.963522811417,1.17177208995837,0.419940478005451,0.00136315907906914,0.00633115694779384,"MSRB1"
"SLC14A1",209.276123200302,1.17218258647685,0.387696413990722,0.000649458259514585,0.00330380711111357,"SLC14A1"
"LOC102724322",22.0032258142056,1.17248536255213,0.473423679794518,0.00312136348842264,0.0129149654182897,NA
"LOC105379752",32.7933301287522,1.17486497671643,0.340439374028895,0.000158137512439074,0.000943146725655441,"LOC105379752"
"RHOQ",480.42499875922,1.17574469005096,0.169458672925968,1.21677019012135e-12,3.14377364677279e-11,"RHOQ"
"SERPINB6",1155.72319927391,1.17600149185597,0.245267372519424,4.72135278405657e-07,4.98277715908905e-06,"SERPINB6"
"SLC4A4",247.433976041953,1.17604309039447,0.378044293580693,0.000491173502221413,0.0025649323370947,"SLC4A4"
"LOC100128398",49.0826571592259,1.17756481528627,0.458180324128651,0.00250871321617882,0.0107060257316864,NA
"EBF4",248.434553435165,1.17871880549481,0.222062603752201,3.17181585838158e-08,4.15652863395177e-07,"EBF4"
"MTMR9LP",48.1600528222667,1.17964923854654,0.385276378783354,0.000561632058805752,0.00289860313851708,"MTMR9LP"
"E2F1",65.7574034421908,1.18251368490049,0.297350810839249,2.06015175064723e-05,0.000152781204243605,"E2F1"
"CYP51A1",516.969915928943,1.18266096391587,0.230105082127502,7.93561683244463e-08,9.71208123212873e-07,"CYP51A1"
"TEC",115.34202532944,1.1844317850529,0.395925788689928,0.000716042873385443,0.0035926599985127,"TEC"
"GNG2",4643.87005037961,1.1861428360937,0.212342689944014,7.6704016343811e-09,1.1249205704578e-07,"GNG2"
"TNFSF10",153.761850864669,1.18662983008039,0.40904722316656,0.000943148834022154,0.00457729199098735,"TNFSF10"
"IFITM2",2977.50862800134,1.18669233153973,0.222288741518223,2.79584295233414e-08,3.71736984157871e-07,"IFITM2"
"MAPK1",2790.52225735755,1.18753760340635,0.149230100873844,5.2399900880725e-16,2.09679756334954e-14,"MAPK1"
"CD58",174.288697880977,1.18812860782541,0.303957794357121,2.56846137495542e-05,0.000185674472038228,"CD58"
"ARAP1-AS2",129.425662404188,1.1889042124301,0.217661666868419,1.38864035983375e-08,1.93872351238163e-07,"ARAP1-AS2"
"ADCY7",6531.80241408776,1.18906212736593,0.164472445544673,1.58754471313253e-13,4.57632723917875e-12,"ADCY7"
"CTNNBIP1",303.862055240022,1.18925722113438,0.149073587486548,4.71717535475995e-16,1.90213961126043e-14,"CTNNBIP1"
"NEIL1",1330.67524875,1.18942850394717,0.139804956480145,5.36965089100604e-18,2.75431504526898e-16,"NEIL1"
"SNTB2",646.087646961081,1.18958083527863,0.190421603990206,1.20823285457946e-10,2.3412867759851e-09,"SNTB2"
"ZNF415",14.879093299785,1.18980677187939,0.48475920771473,0.00352176779742286,0.0143392133199349,NA
"SYNGR3",70.8546844556643,1.19240687679953,0.40629959451056,0.00081560322162394,0.00402949580315057,"SYNGR3"
"GSEC",12.7229166311193,1.19517180710084,0.644440456342495,0.0134408223844886,0.0439789760573135,NA
"FAM3C",230.804533555978,1.19529878685271,0.182523846031426,1.64166434821949e-11,3.62412990290481e-10,"FAM3C"
"SEC14L1",1056.40060499846,1.1957429897291,0.239109887263562,1.64449294324869e-07,1.87859979892514e-06,"SEC14L1"
"UST",139.404819854539,1.19606938207159,0.425237964756652,0.0012170350157928,0.00572876941307054,"UST"
"PTPN18",1944.275674521,1.19849728283952,0.224812729041988,2.84984523983009e-08,3.77478235311166e-07,"PTPN18"
"SPRED1",18.7658739864379,1.19887836527848,0.46929673269218,0.00251929710154357,0.0107446198779507,NA
"BYSL",80.7405803236224,1.20007610243897,0.278497534282559,4.66702141553965e-06,4.0177467784621e-05,"BYSL"
"ERV3-1-ZNF117",135.307909435659,1.20085862161022,0.197481373671482,3.3703431838464e-10,6.13343844795978e-09,"ERV3-1-ZNF117"
"LOC107985289",44.0963845872627,1.20289220615507,0.415141151381342,0.000901928267085424,0.00439989621761393,"LOC107985289"
"SCLT1",282.979129244096,1.20358786755519,0.15935435977117,1.27863876460893e-14,4.22071799144095e-13,"SCLT1"
"CLSTN3",2159.98358880844,1.20588308045625,0.198167174692092,3.16164095769119e-10,5.78887331256005e-09,"CLSTN3"
"LOC105376710",9.91426656896781,1.20588430680585,0.564399121478696,0.00735209058857283,0.0265925599442883,NA
"ARID3A",152.742921712645,1.20626532806581,0.258194514104697,8.34809241086263e-07,8.45229211294307e-06,"ARID3A"
"LOC107985059",153.27455763057,1.20699850540982,0.27762876606388,3.8316282932595e-06,3.363603897707e-05,"LOC107985059"
"CST7",4631.98753422612,1.20872230205769,0.3168726123644,3.80699342332003e-05,0.000262946397238421,"CST7"
"NANP",74.1054019514947,1.2096496853347,0.280960122182843,4.30117023187869e-06,3.7319606390032e-05,"NANP"
"CBLL1-AS1",20.3668718609552,1.20971020063377,0.502115994322016,0.00375781873606603,0.0151208672386829,NA
"PLCH2",2435.1184580982,1.21085113167931,0.326934251703119,5.79611337882555e-05,0.000382658766090087,"PLCH2"
"REREP3",39.2134987818973,1.2113794129219,0.34094789607338,0.000100365487874986,0.000629253723860904,"REREP3"
"CDH24",141.51202941503,1.21203646068015,0.18791828296347,3.19582565786004e-11,6.77631604535917e-10,"CDH24"
"GLI1",281.479321813864,1.21313154814321,0.190848264470138,5.74938404709856e-11,1.16366643460037e-09,"GLI1"
"TASL",16.1859748867439,1.2136537725201,0.502967291953193,0.00378763253670451,0.0152291207931128,NA
"LOC107987102",8.79167833132392,1.21449977549977,0.638074586468728,0.0119233529756642,0.0397470422227939,NA
